,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,date
159,"Joinville, SC, Brasil",2023-11-15,27.9,20.1,24.5,31.6,20.1,25.5,22.4,88.6,0.4,100,8.33,rain,0,0,29.5,12.4,285.5,1009.0,78.7,11.9,118.7,10.1,5,10,2023-11-15T05:18:01,2023-11-15T18:42:13,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBNF,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-11-15
160,"Joinville, SC, Brasil",2023-11-16,25.9,22.9,24.0,25.9,22.9,24.0,22.9,94.0,15.1,100,58.33,rain,0,0,27.4,15.6,134.2,1005.9,88.0,5.9,65.6,5.6,5,15,2023-11-16T05:17:38,2023-11-16T18:42:58,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-16
161,"Joinville, SC, Brasil",2023-11-17,24.9,21.2,22.8,24.9,21.2,22.8,22.0,95.9,2.2,100,50.0,rain,0,0,39.6,12.7,26.7,1007.1,95.9,7.9,115.0,10.0,4,10,2023-11-17T05:17:15,2023-11-17T18:43:43,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-11-17
162,"Joinville, SC, Brasil",2023-11-18,29.8,21.7,24.6,37.0,21.7,26.1,23.3,92.9,1.0,100,12.5,rain,0,0,49.7,25.0,156.6,1004.1,75.0,8.6,181.5,15.7,9,75,2023-11-18T05:16:55,2023-11-18T18:44:28,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-18
163,"Joinville, SC, Brasil",2023-11-19,25.8,20.8,22.9,25.8,20.8,22.9,20.1,84.6,6.2,100,87.5,rain,0,0,11.5,14.2,98.4,1013.4,87.1,8.9,110.4,9.5,5,10,2023-11-19T05:16:35,2023-11-19T18:45:13,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-19
164,"Joinville, SC, Brasil",2023-11-20,24.9,19.3,21.4,24.9,19.3,21.4,19.4,88.9,0.8,100,29.17,rain,0,0,25.6,16.2,88.8,1015.7,93.3,12.2,122.5,10.8,6,10,2023-11-20T05:16:18,2023-11-20T18:45:59,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-20
165,"Joinville, SC, Brasil",2023-11-21,28.8,17.5,23.6,32.4,17.5,24.5,20.7,84.6,0.1,100,4.17,rain,0,0,20.2,14.9,29.8,1011.1,66.4,13.5,218.0,18.8,8,10,2023-11-21T05:16:02,2023-11-21T18:46:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-21
166,"Joinville, SC, Brasil",2023-11-22,30.8,22.7,25.4,37.4,22.7,26.5,23.6,90.5,21.6,100,29.17,rain,0,0,57.6,12.6,112.5,1007.2,85.2,12.0,107.3,9.2,6,60,2023-11-22T05:15:47,2023-11-22T18:47:30,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-22
167,"Joinville, SC, Brasil",2023-11-23,24.0,21.9,22.9,24.0,21.9,22.9,21.9,94.3,8.9,100,54.17,rain,0,0,28.4,15.8,129.0,1012.4,97.2,3.9,39.2,3.3,2,10,2023-11-23T05:15:34,2023-11-23T18:48:15,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-23
168,"Joinville, SC, Brasil",2023-11-24,25.9,19.4,22.3,25.9,19.4,22.3,17.4,76.4,0.1,100,4.17,rain,0,0,13.0,19.8,120.3,1020.5,66.3,13.5,297.4,25.9,10,10,2023-11-24T05:15:22,2023-11-24T18:49:01,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-24
169,"Joinville, SC, Brasil",2023-11-25,24.0,16.6,20.9,24.0,16.6,20.9,17.3,80.8,0.4,100,16.67,rain,0,0,15.1,16.2,125.2,1019.6,80.2,13.5,200.9,17.2,10,10,2023-11-25T05:15:12,2023-11-25T18:49:46,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-25
170,"Joinville, SC, Brasil",2023-11-26,23.8,17.6,21.1,23.8,17.6,21.1,19.0,88.0,2.0,100,41.67,rain,0,0,13.3,14.1,128.3,1017.8,90.5,13.5,93.1,8.1,4,10,2023-11-26T05:15:04,2023-11-26T18:50:32,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-26
171,"Joinville, SC, Brasil",2023-11-27,22.9,19.5,21.3,22.9,19.5,21.3,20.8,97.4,26.2,100,58.33,rain,0,0,7.6,7.4,151.5,1017.2,100.0,9.0,55.4,4.9,2,10,2023-11-27T05:14:57,2023-11-27T18:51:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-27
172,"Joinville, SC, Brasil",2023-11-28,24.9,21.2,22.6,24.9,21.2,22.6,22.1,96.8,11.8,100,75.0,rain,0,0,10.1,7.9,178.3,1013.0,95.0,3.4,62.3,5.3,4,10,2023-11-28T05:14:52,2023-11-28T18:52:02,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-28
173,"Joinville, SC, Brasil",2023-11-29,29.8,21.4,25.0,34.7,21.4,26.3,22.4,86.4,5.3,100,41.67,rain,0,0,14.4,23.1,122.4,1008.8,73.4,11.5,226.5,19.5,10,30,2023-11-29T05:14:48,2023-11-29T18:52:47,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-11-29
174,"Joinville, SC, Brasil",2023-11-30,31.6,21.1,25.8,38.5,21.1,27.8,23.1,85.6,0.0,0,0.0,,0,0,15.1,23.0,124.4,1009.6,63.4,12.6,206.7,17.9,10,30,2023-11-30T05:14:46,2023-11-30T18:53:32,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,82798199999,86945099999,86948099999,86947099999,SBJV",2023-11-30
175,"Joinville, SC, Brasil",2023-12-01,28.9,20.1,25.3,33.3,20.1,26.5,22.1,83.6,0.0,0,0.0,,0,0,15.1,11.5,44.1,1011.6,74.1,12.9,287.2,24.9,10,10,2023-12-01T05:14:45,2023-12-01T18:54:16,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-01
176,"Joinville, SC, Brasil",2023-12-02,28.9,23.4,26.5,34.4,23.4,29.1,24.1,86.9,0.7,100,12.5,rain,0,0,17.3,13.3,51.0,1009.5,83.8,12.9,288.2,24.9,10,60,2023-12-02T05:14:46,2023-12-02T18:55:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-02
177,"Joinville, SC, Brasil",2023-12-03,29.8,24.2,26.5,36.9,24.2,28.7,24.7,89.8,3.6,100,25.0,rain,0,0,15.1,18.1,44.0,1009.2,92.8,12.7,235.5,20.2,10,60,2023-12-03T05:14:49,2023-12-03T18:55:44,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-03
178,"Joinville, SC, Brasil",2023-12-04,28.8,22.6,25.5,34.2,22.6,26.8,23.4,88.3,3.2,100,79.17,rain,0,0,40.7,21.7,141.8,1012.9,91.1,12.2,86.1,7.4,4,10,2023-12-04T05:14:53,2023-12-04T18:56:28,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-04
179,"Joinville, SC, Brasil",2023-12-05,24.9,21.9,23.2,24.9,21.9,23.2,22.7,97.2,5.2,100,83.33,rain,0,0,29.5,12.9,186.5,1016.4,95.4,7.8,133.5,11.5,6,10,2023-12-05T05:14:59,2023-12-05T18:57:11,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-12-05
180,"Joinville, SC, Brasil",2023-12-06,29.8,23.0,26.1,37.0,23.0,28.4,24.2,89.6,5.2,100,41.67,rain,0,0,12.6,13.1,63.2,1012.4,75.4,6.5,234.8,20.1,10,60,2023-12-06T05:15:06,2023-12-06T18:57:53,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-12-06
181,"Joinville, SC, Brasil",2023-12-07,34.6,23.7,28.1,41.8,23.7,31.4,24.2,81.6,4.1,100,37.5,rain,0,0,44.6,15.8,292.3,1008.6,78.6,12.4,138.1,11.8,6,60,2023-12-07T05:15:14,2023-12-07T18:58:35,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-07
182,"Joinville, SC, Brasil",2023-12-08,23.9,19.1,22.3,23.9,19.1,22.3,19.8,86.2,2.0,100,50.0,rain,0,0,44.6,21.6,140.7,1014.9,88.5,11.0,125.8,10.9,5,10,2023-12-08T05:15:25,2023-12-08T18:59:17,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-08
183,"Joinville, SC, Brasil",2023-12-09,23.0,18.3,20.1,23.0,18.3,20.1,18.6,91.4,1.2,100,41.67,rain,0,0,10.4,16.0,302.2,1018.2,93.1,11.6,80.2,7.0,3,10,2023-12-09T05:15:36,2023-12-09T18:59:57,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-12-09
184,"Joinville, SC, Brasil",2023-12-10,22.9,18.9,20.6,22.9,18.9,20.6,19.8,95.4,9.9,100,50.0,rain,0,0,19.8,9.4,345.3,1015.2,97.1,9.9,63.2,5.6,3,10,2023-12-10T05:15:50,2023-12-10T19:00:38,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,82798199999,86948099999,86947099999,SBJV",2023-12-10
185,"Joinville, SC, Brasil",2023-12-11,23.9,18.9,21.0,23.9,18.9,21.0,19.4,90.7,2.5,100,37.5,rain,0,0,20.2,25.0,115.1,1014.3,77.8,8.0,154.9,13.3,5,10,2023-12-11T05:16:04,2023-12-11T19:01:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,82798199999,86948099999,86945099999,86947099999,SBJV",2023-12-11
186,"Joinville, SC, Brasil",2023-12-12,27.8,18.0,22.9,29.5,18.0,23.3,19.2,81.4,0.5,100,20.83,rain,0,0,15.1,21.6,100.2,1017.0,61.5,12.9,241.3,20.8,10,10,2023-12-12T05:16:20,2023-12-12T19:01:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-12
187,"Joinville, SC, Brasil",2023-12-13,29.8,17.4,24.2,31.7,17.4,24.9,20.2,79.9,0.1,100,4.17,rain,0,0,24.1,18.0,54.9,1014.0,53.5,12.7,337.7,29.2,10,10,2023-12-13T05:16:38,2023-12-13T19:02:34,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-13
188,"Joinville, SC, Brasil",2023-12-14,30.8,20.8,26.0,36.1,20.8,27.6,21.8,79.0,0.1,100,4.17,rain,0,0,16.6,18.1,67.5,1011.3,39.2,12.9,316.2,27.4,10,10,2023-12-14T05:16:57,2023-12-14T19:03:11,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-14
189,"Joinville, SC, Brasil",2023-12-15,31.7,22.3,26.8,39.9,22.3,29.5,23.7,83.6,0.0,0,0.0,,0,0,13.7,20.0,70.5,1012.0,72.0,12.7,268.6,23.1,10,30,2023-12-15T05:17:17,2023-12-15T19:03:48,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-15
190,"Joinville, SC, Brasil",2023-12-16,31.8,23.0,27.1,38.8,23.0,29.6,23.7,83.1,0.0,0,0.0,,0,0,10.8,21.6,115.1,1013.0,62.2,11.5,293.3,25.3,10,10,2023-12-16T05:17:39,2023-12-16T19:04:23,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-16
191,"Joinville, SC, Brasil",2023-12-17,30.8,21.7,26.7,36.2,21.7,29.5,23.5,83.2,0.0,0,0.0,,0,0,13.3,11.3,49.8,1011.1,81.0,11.9,164.7,14.2,6,10,2023-12-17T05:18:02,2023-12-17T19:04:58,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-17
192,"Joinville, SC, Brasil",2023-12-18,31.8,24.2,27.6,40.1,24.2,30.5,24.1,82.3,0.7,100,20.83,rain,0,0,28.4,18.1,56.8,1009.6,66.6,12.8,137.4,11.8,6,10,2023-12-18T05:18:27,2023-12-18T19:05:31,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-18
193,"Joinville, SC, Brasil",2023-12-19,30.8,22.0,26.4,35.2,22.0,28.2,22.5,80.5,0.6,100,20.83,rain,0,0,22.7,16.5,51.9,1009.6,60.4,12.9,283.6,24.5,10,10,2023-12-19T05:18:52,2023-12-19T19:06:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-19
194,"Joinville, SC, Brasil",2023-12-20,29.8,23.0,26.0,33.1,23.0,27.0,21.6,78.0,2.8,100,50.0,rain,0,0,14.0,22.8,95.8,1012.5,73.1,12.2,348.9,30.1,10,10,2023-12-20T05:19:19,2023-12-20T19:06:36,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-20
195,"Joinville, SC, Brasil",2023-12-21,29.9,21.9,25.7,33.8,21.9,26.9,22.3,82.6,1.3,100,41.67,rain,0,0,14.0,14.6,83.9,1012.8,61.0,12.3,284.0,24.5,9,10,2023-12-21T05:19:48,2023-12-21T19:07:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-21
196,"Joinville, SC, Brasil",2023-12-22,32.8,21.2,27.2,37.7,21.2,29.8,22.7,78.0,0.0,0,0.0,,0,0,37.1,18.1,48.3,1011.1,30.9,12.9,285.3,24.8,10,30,2023-12-22T05:20:17,2023-12-22T19:07:36,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-22
197,"Joinville, SC, Brasil",2023-12-23,29.8,22.7,25.5,33.0,22.7,26.3,22.0,81.8,0.5,100,16.67,rain,0,0,23.0,16.3,300.6,1011.2,59.6,12.9,106.5,9.2,7,30,2023-12-23T05:20:48,2023-12-23T19:08:04,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-23
198,"Joinville, SC, Brasil",2023-12-24,31.8,20.2,26.3,40.0,20.2,29.5,23.2,84.0,1.5,100,37.5,rain,0,0,18.4,24.9,111.5,1010.8,49.6,12.9,222.0,19.3,10,30,2023-12-24T05:21:19,2023-12-24T19:08:31,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-24
199,"Joinville, SC, Brasil",2023-12-25,32.8,21.8,27.1,44.7,21.8,31.5,24.4,85.9,0.2,100,8.33,rain,0,0,29.5,14.6,179.3,1008.5,68.9,12.9,235.5,20.3,10,30,2023-12-25T05:21:52,2023-12-25T19:08:57,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-25
200,"Joinville, SC, Brasil",2023-12-26,30.7,23.3,26.4,32.2,23.3,27.1,19.5,67.1,0.1,100,4.17,rain,0,0,40.7,26.5,130.4,1011.6,68.1,12.4,318.9,27.5,10,10,2023-12-26T05:22:26,2023-12-26T19:09:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-26
201,"Joinville, SC, Brasil",2023-12-27,26.9,20.4,23.9,27.4,20.4,23.9,17.7,68.5,0.6,100,20.83,rain,0,0,12.6,17.7,117.2,1016.4,89.5,12.9,130.1,11.0,4,10,2023-12-27T05:23:01,2023-12-27T19:09:45,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-27
202,"Joinville, SC, Brasil",2023-12-28,30.8,18.3,25.3,34.3,18.3,26.4,20.3,76.0,0.0,0,0.0,,0,0,20.9,16.9,36.0,1013.0,52.3,12.9,295.8,25.7,10,10,2023-12-28T05:23:37,2023-12-28T19:10:07,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-28
203,"Joinville, SC, Brasil",2023-12-29,35.5,20.2,27.9,43.0,20.2,30.5,21.5,71.3,0.0,0,0.0,rain,0,0,38.9,25.1,167.7,1007.7,47.4,12.9,244.0,21.1,9,10,2023-12-29T05:24:14,2023-12-29T19:10:28,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-29
204,"Joinville, SC, Brasil",2023-12-30,28.9,23.1,26.2,30.2,23.1,26.6,19.1,66.2,2.5,100,41.67,rain,0,0,46.4,21.6,122.0,1014.2,52.0,11.6,260.3,22.5,10,10,2023-12-30T05:24:52,2023-12-30T19:10:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,82798199999,86945099999,86948099999,86947099999,SBJV",2023-12-30
205,"Joinville, SC, Brasil",2023-12-31,24.9,21.1,22.4,24.9,21.1,22.4,19.7,84.9,5.1,100,54.17,rain,0,0,14.8,11.0,201.6,1016.5,92.3,9.1,74.9,6.6,4,10,2023-12-31T05:25:30,2023-12-31T19:11:06,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-12-31
206,"Joinville, SC, Brasil",2024-01-01,28.7,20.1,24.2,31.6,20.1,24.7,20.9,82.9,3.5,100,66.67,rain,0,0,26.6,19.9,44.1,1014.6,89.5,11.9,173.0,14.8,10,10,2024-01-01T05:26:10,2024-01-01T19:11:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-01
207,"Joinville, SC, Brasil",2024-01-02,29.8,21.0,25.2,32.5,21.0,26.2,21.1,78.9,7.2,100,70.83,rain,0,0,20.2,23.4,62.3,1012.1,75.6,12.8,182.6,15.8,10,10,2024-01-02T05:26:50,2024-01-02T19:11:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-02
208,"Joinville, SC, Brasil",2024-01-03,24.8,21.0,22.7,24.8,21.0,22.7,21.5,92.7,17.7,100,83.33,rain,0,0,37.1,19.6,157.0,1012.5,93.2,6.2,127.3,11.1,5,30,2024-01-03T05:27:31,2024-01-03T19:11:52,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-03
209,"Joinville, SC, Brasil",2024-01-04,27.0,20.4,23.4,29.1,20.4,23.6,21.1,87.8,6.0,100,54.17,rain,0,0,13.0,16.1,175.9,1013.1,85.6,11.1,114.0,10.0,6,10,2024-01-04T05:28:13,2024-01-04T19:12:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-04
210,"Joinville, SC, Brasil",2024-01-05,25.9,19.1,22.8,25.9,19.1,22.8,21.3,91.3,13.4,100,75.0,rain,0,0,16.6,16.1,164.2,1013.1,85.1,11.1,173.1,15.1,10,30,2024-01-05T05:28:55,2024-01-05T19:12:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-05
211,"Joinville, SC, Brasil",2024-01-06,27.9,21.6,24.7,31.7,21.6,25.5,21.9,85.0,5.8,100,75.0,rain,0,0,19.8,13.1,30.4,1012.8,81.1,11.8,134.1,11.7,5,30,2024-01-06T05:29:38,2024-01-06T19:12:25,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-06
212,"Joinville, SC, Brasil",2024-01-07,30.8,22.1,26.3,36.1,22.1,28.2,22.5,80.6,0.2,100,8.33,rain,0,0,18.0,18.2,47.6,1011.1,76.1,12.4,217.5,18.8,9,30,2024-01-07T05:30:22,2024-01-07T19:12:33,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-07
213,"Joinville, SC, Brasil",2024-01-08,34.6,23.0,28.4,46.3,23.0,33.0,24.4,80.0,0.0,0,0.0,,0,0,20.5,21.8,74.1,1008.6,46.4,11.8,319.0,27.5,10,60,2024-01-08T05:31:06,2024-01-08T19:12:40,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-08
214,"Joinville, SC, Brasil",2024-01-09,34.6,21.6,27.0,44.2,21.6,29.8,23.2,81.5,6.9,100,20.83,rain,0,0,31.0,16.5,105.5,1010.9,54.9,10.0,270.1,23.4,10,60,2024-01-09T05:31:51,2024-01-09T19:12:45,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-09
215,"Joinville, SC, Brasil",2024-01-10,33.7,22.9,27.9,44.4,22.9,32.1,24.2,81.3,0.1,100,4.17,rain,0,0,16.2,20.1,68.0,1010.8,41.7,12.9,292.8,25.4,10,30,2024-01-10T05:32:36,2024-01-10T19:12:49,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-10
216,"Joinville, SC, Brasil",2024-01-11,33.7,24.0,27.5,44.8,24.0,31.0,24.7,85.9,92.6,100,29.17,rain,0,0,33.1,16.2,66.6,1008.4,71.9,11.7,258.5,22.4,10,60,2024-01-11T05:33:21,2024-01-11T19:12:51,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-11
217,"Joinville, SC, Brasil",2024-01-12,26.0,22.0,24.2,26.0,22.0,24.2,22.1,88.1,95.0,100,58.33,rain,0,0,48.2,19.9,168.4,1012.1,94.0,10.4,59.8,5.1,2,10,2024-01-12T05:34:07,2024-01-12T19:12:51,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-12
218,"Joinville, SC, Brasil",2024-01-13,24.0,21.0,22.2,24.0,21.0,22.2,20.7,91.4,1.7,100,58.33,rain,0,0,7.6,12.5,286.4,1016.2,93.5,10.1,102.3,8.7,6,10,2024-01-13T05:34:54,2024-01-13T19:12:50,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2024-01-13
