,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,date
99,"Joinville, SC, Brasil",2023-09-16,24.9,13.0,19.0,24.9,13.0,19.0,15.5,81.8,0.0,0,0.0,,0,0,17.3,15.1,49.7,1015.9,21.0,13.5,252.1,21.8,9,10,2023-09-16T06:11:55,2023-09-16T18:09:10,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-16
100,"Joinville, SC, Brasil",2023-09-17,29.6,12.3,20.2,32.6,12.3,20.6,17.8,87.7,0.0,0,0.0,,0,0,13.0,11.2,147.3,1013.6,35.0,11.2,251.6,21.9,9,10,2023-09-17T06:10:48,2023-09-17T18:09:34,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-17
101,"Joinville, SC, Brasil",2023-09-18,31.5,18.1,23.4,37.0,18.1,24.6,20.9,86.9,1.0,100,16.67,rain,0,0,27.7,14.4,150.3,1012.6,37.9,11.2,245.0,21.1,8,10,2023-09-18T06:09:41,2023-09-18T18:09:58,0.12,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-18
102,"Joinville, SC, Brasil",2023-09-19,27.9,19.0,22.6,30.0,19.0,23.0,20.3,87.7,17.4,100,45.83,rain,0,0,40.7,25.8,131.8,1016.0,58.3,12.8,167.9,14.4,10,10,2023-09-19T06:08:34,2023-09-19T18:10:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-19
103,"Joinville, SC, Brasil",2023-09-20,27.9,20.2,23.1,30.0,20.2,23.5,20.7,87.5,0.6,100,12.5,rain,0,0,13.3,12.9,114.4,1016.8,70.1,12.1,137.1,11.9,6,10,2023-09-20T06:07:26,2023-09-20T18:10:48,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-09-20
104,"Joinville, SC, Brasil",2023-09-21,27.9,17.5,22.8,30.0,17.5,23.1,19.9,84.9,0.0,0,0.0,,0,0,16.9,16.5,56.3,1014.9,68.3,12.2,254.5,21.9,9,10,2023-09-21T06:06:19,2023-09-21T18:11:13,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-09-21
105,"Joinville, SC, Brasil",2023-09-22,27.0,20.8,22.9,29.4,20.8,23.2,20.9,89.0,8.5,100,16.67,rain,0,0,31.3,23.3,64.3,1012.4,74.7,11.8,162.1,14.0,8,30,2023-09-22T06:05:12,2023-09-22T18:11:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-09-22
106,"Joinville, SC, Brasil",2023-09-23,26.9,17.3,22.5,29.0,17.3,22.9,20.4,88.5,1.4,100,12.5,rain,0,0,17.3,21.4,94.9,1012.4,71.4,11.4,245.4,21.2,8,10,2023-09-23T06:04:04,2023-09-23T18:12:03,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-09-23
107,"Joinville, SC, Brasil",2023-09-24,32.7,18.9,23.3,38.6,18.9,24.3,20.8,86.8,1.4,100,16.67,rain,0,0,40.7,30.7,115.4,1009.4,57.9,12.2,176.5,15.2,8,60,2023-09-24T06:02:57,2023-09-24T18:12:28,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-24
108,"Joinville, SC, Brasil",2023-09-25,21.9,19.5,20.4,21.9,19.5,20.4,19.6,95.7,5.7,100,79.17,rain,0,0,19.8,14.3,157.5,1013.6,94.1,10.1,66.9,5.8,3,10,2023-09-25T06:01:50,2023-09-25T18:12:53,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-25
109,"Joinville, SC, Brasil",2023-09-26,28.6,18.9,22.8,32.1,18.9,23.3,21.3,91.9,7.8,100,37.5,rain,0,0,28.8,18.5,70.8,1007.6,89.7,9.9,194.0,16.9,9,10,2023-09-26T06:00:43,2023-09-26T18:13:19,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,83926099999,SBJV",2023-09-26
110,"Joinville, SC, Brasil",2023-09-27,26.8,18.9,22.0,28.8,18.9,22.1,20.4,91.3,0.7,100,20.83,rain,0,0,31.7,23.0,150.0,1007.1,87.2,7.1,96.0,8.1,6,10,2023-09-27T05:59:36,2023-09-27T18:13:44,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,83926099999,SBJV",2023-09-27
111,"Joinville, SC, Brasil",2023-09-28,21.0,15.3,18.1,21.0,15.3,18.1,13.7,76.3,1.6,100,45.83,rain,0,0,36.7,18.2,149.1,1019.2,81.4,13.6,94.2,8.2,5,10,2023-09-28T05:58:30,2023-09-28T18:14:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86948099999,86947099999,83926099999,SBJV",2023-09-28
112,"Joinville, SC, Brasil",2023-09-29,20.0,15.9,18.0,20.0,15.9,18.0,17.0,94.3,7.8,100,79.17,rain,0,0,31.7,7.4,308.5,1020.7,93.6,8.6,53.3,4.5,3,10,2023-09-29T05:57:23,2023-09-29T18:14:37,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,83926099999,SBJV",2023-09-29
113,"Joinville, SC, Brasil",2023-09-30,20.0,17.7,19.2,20.0,17.7,19.2,18.9,98.4,3.6,100,70.83,rain,0,0,13.0,9.2,183.1,1016.4,96.9,6.7,54.0,4.6,3,10,2023-09-30T05:56:17,2023-09-30T18:15:03,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-09-30
114,"Joinville, SC, Brasil",2023-10-01,21.9,18.0,19.6,21.9,18.0,19.6,17.8,89.8,11.3,100,45.83,rain,0,0,29.2,17.8,124.6,1013.7,92.3,6.0,142.0,12.3,8,10,2023-10-01T05:55:11,2023-10-01T18:15:30,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-01
115,"Joinville, SC, Brasil",2023-10-02,19.9,15.9,17.4,19.9,15.9,17.4,15.3,87.5,0.4,100,12.5,rain,0,0,15.8,16.0,100.7,1013.3,96.1,11.1,82.0,7.0,4,10,2023-10-02T05:54:06,2023-10-02T18:15:57,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-02
116,"Joinville, SC, Brasil",2023-10-03,20.9,14.4,17.6,20.9,14.4,17.6,15.5,88.2,0.0,0,0.0,,0,0,15.1,7.3,307.7,1012.5,98.4,12.8,121.4,10.3,4,10,2023-10-03T05:53:01,2023-10-03T18:16:24,0.64,Overcast,Cloudy skies throughout the day.,cloudy,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86948099999,86947099999,SBJV",2023-10-03
117,"Joinville, SC, Brasil",2023-10-04,20.0,17.5,18.6,20.0,17.5,18.6,18.2,98.0,27.4,100,66.67,rain,0,0,21.2,24.8,290.7,1007.0,95.0,8.7,23.5,1.9,2,10,2023-10-04T05:51:56,2023-10-04T18:16:51,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-04
118,"Joinville, SC, Brasil",2023-10-05,20.0,17.0,18.4,20.0,17.0,18.4,17.8,96.0,28.0,100,62.5,rain,0,0,20.2,16.0,63.9,1010.4,91.6,9.3,48.6,4.2,2,10,2023-10-05T05:50:51,2023-10-05T18:17:19,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,83926099999,SBJV",2023-10-05
119,"Joinville, SC, Brasil",2023-10-06,21.9,17.0,19.3,21.9,17.0,19.3,18.4,94.9,0.9,100,29.17,rain,0,0,20.2,9.3,139.2,1012.2,94.7,3.8,205.4,17.6,9,10,2023-10-06T05:49:47,2023-10-06T18:17:47,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-06
120,"Joinville, SC, Brasil",2023-10-07,21.1,11.4,18.7,21.1,11.4,18.7,19.9,98.4,13.9,100,62.5,rain,0,0,39.6,9.1,252.2,1013.2,97.2,4.7,38.6,3.3,4,10,2023-10-07T05:48:43,2023-10-07T18:18:16,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-07
121,"Joinville, SC, Brasil",2023-10-08,20.1,19.0,19.6,20.1,19.0,19.6,19.3,98.4,42.7,100,70.83,rain,0,0,30.2,15.9,152.1,1014.0,96.2,5.8,27.5,2.4,1,10,2023-10-08T05:47:40,2023-10-08T18:18:45,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86947099999,SBJV",2023-10-08
122,"Joinville, SC, Brasil",2023-10-09,23.9,18.9,20.6,23.9,18.9,20.6,18.6,88.7,3.4,100,50.0,rain,0,0,22.0,26.9,141.8,1015.9,87.7,13.0,140.9,12.1,10,10,2023-10-09T05:46:38,2023-10-09T18:19:14,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-09
123,"Joinville, SC, Brasil",2023-10-10,23.0,17.3,20.2,23.0,17.3,20.2,17.7,85.8,1.5,100,41.67,rain,0,0,16.6,14.2,64.5,1019.3,88.6,11.8,119.5,10.3,5,10,2023-10-10T05:45:35,2023-10-10T18:19:43,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-10
124,"Joinville, SC, Brasil",2023-10-11,26.8,16.9,22.0,28.6,16.9,22.2,19.1,84.3,2.0,100,16.67,rain,0,0,16.6,18.2,94.3,1012.9,50.9,13.6,250.9,21.6,9,10,2023-10-11T05:44:34,2023-10-11T18:20:13,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-11
125,"Joinville, SC, Brasil",2023-10-12,20.7,13.0,18.2,20.7,13.0,18.2,18.5,97.8,41.9,100,83.33,rain,0,0,35.3,17.8,163.4,1012.6,94.9,3.5,28.1,2.5,3,10,2023-10-12T05:43:33,2023-10-12T18:20:43,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-12
126,"Joinville, SC, Brasil",2023-10-13,16.1,15.1,15.8,16.1,15.1,15.8,15.1,95.7,12.7,100,70.83,rain,0,0,22.7,9.5,207.6,1020.6,97.7,6.9,39.1,3.3,2,10,2023-10-13T05:42:32,2023-10-13T18:21:14,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86948099999,86947099999,SBJV",2023-10-13
127,"Joinville, SC, Brasil",2023-10-14,19.8,15.0,16.9,19.8,15.0,16.9,15.6,92.0,1.4,100,37.5,rain,0,0,9.0,10.6,341.9,1023.6,97.2,8.7,73.8,6.5,4,10,2023-10-14T05:41:32,2023-10-14T18:21:45,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-14
128,"Joinville, SC, Brasil",2023-10-15,22.0,16.0,19.0,22.0,16.0,19.0,16.9,88.2,0.5,100,20.83,rain,0,0,4.7,11.1,46.6,1022.0,95.4,13.3,84.3,7.3,3,10,2023-10-15T05:40:33,2023-10-15T18:22:17,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86948099999,82798199999,86945099999,86947099999,SBJV",2023-10-15
129,"Joinville, SC, Brasil",2023-10-16,22.9,18.3,20.0,22.9,18.3,20.0,19.4,96.5,26.7,100,50.0,rain,0,0,14.0,14.5,155.3,1017.2,97.3,5.6,141.8,12.4,9,10,2023-10-16T05:39:35,2023-10-16T18:22:48,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-10-16
130,"Joinville, SC, Brasil",2023-10-17,24.0,18.5,21.3,24.0,18.5,21.3,19.7,90.9,3.6,100,33.33,rain,0,0,35.6,17.7,274.2,1014.1,87.6,8.9,47.3,3.9,1,10,2023-10-17T05:38:37,2023-10-17T18:23:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86948099999,86947099999,83926099999,SBJV",2023-10-17
131,"Joinville, SC, Brasil",2023-10-18,21.1,17.0,19.4,21.1,17.0,19.4,14.9,76.4,1.5,100,29.17,rain,0,0,25.6,17.6,122.9,1020.0,94.5,13.0,125.5,10.9,7,10,2023-10-18T05:37:40,2023-10-18T18:23:54,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-18
132,"Joinville, SC, Brasil",2023-10-19,18.0,16.0,17.0,18.0,16.0,17.0,16.5,96.9,2.4,100,54.17,rain,0,0,21.6,12.4,167.5,1021.1,97.4,7.7,53.5,4.6,3,10,2023-10-19T05:36:44,2023-10-19T18:24:27,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-19
133,"Joinville, SC, Brasil",2023-10-20,21.9,16.0,18.5,21.9,16.0,18.5,16.7,89.6,0.4,100,16.67,rain,0,0,14.8,14.4,78.1,1019.9,92.9,11.1,87.8,7.8,6,10,2023-10-20T05:35:49,2023-10-20T18:25:01,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-20
134,"Joinville, SC, Brasil",2023-10-21,22.9,16.6,19.7,22.9,16.6,19.7,17.6,88.4,0.7,100,29.17,rain,0,0,15.5,11.2,36.5,1019.8,92.3,13.2,96.9,8.4,3,10,2023-10-21T05:34:54,2023-10-21T18:25:35,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-10-21
135,"Joinville, SC, Brasil",2023-10-22,23.9,17.9,21.0,23.9,17.9,21.0,18.1,84.4,0.5,100,20.83,rain,0,0,25.2,16.7,40.6,1017.7,92.4,13.6,238.9,20.6,10,10,2023-10-22T05:34:00,2023-10-22T18:26:09,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-10-22
136,"Joinville, SC, Brasil",2023-10-23,25.8,18.6,21.8,25.8,18.6,21.8,19.3,86.7,0.2,100,8.33,rain,0,0,15.8,11.4,44.3,1013.4,82.5,13.6,228.1,19.8,10,10,2023-10-23T05:33:08,2023-10-23T18:26:44,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-23
137,"Joinville, SC, Brasil",2023-10-24,29.7,20.8,24.0,33.7,20.8,25.0,21.5,86.9,4.9,100,29.17,rain,0,0,19.8,17.7,125.8,1007.8,70.4,7.9,189.3,16.3,9,30,2023-10-24T05:32:16,2023-10-24T18:27:20,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-24
138,"Joinville, SC, Brasil",2023-10-25,23.9,19.0,21.1,23.9,19.0,21.1,18.3,84.4,0.5,100,16.67,rain,0,0,20.5,15.4,95.2,1009.8,95.5,13.2,98.0,8.6,4,10,2023-10-25T05:31:25,2023-10-25T18:27:56,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-25
139,"Joinville, SC, Brasil",2023-10-26,20.0,17.0,18.4,20.0,17.0,18.4,17.5,94.5,2.7,100,66.67,rain,0,0,11.2,15.9,141.1,1010.5,97.5,9.3,105.5,9.1,4,10,2023-10-26T05:30:35,2023-10-26T18:28:32,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-26
140,"Joinville, SC, Brasil",2023-10-27,21.8,16.8,18.5,21.8,16.8,18.5,17.9,96.1,10.2,100,62.5,rain,0,0,37.8,17.5,304.2,1012.0,98.3,5.7,70.3,6.0,3,10,2023-10-27T05:29:46,2023-10-27T18:29:09,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-10-27
141,"Joinville, SC, Brasil",2023-10-28,22.0,19.5,20.8,22.0,19.5,20.8,20.5,98.1,23.5,100,66.67,rain,0,0,44.3,7.5,223.7,1007.6,95.0,4.3,28.9,2.4,1,10,2023-10-28T05:28:58,2023-10-28T18:29:47,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-10-28
142,"Joinville, SC, Brasil",2023-10-29,26.9,20.5,23.2,29.8,20.5,23.5,21.9,93.1,14.8,100,54.17,rain,0,0,25.2,19.4,311.6,1004.7,88.7,7.9,98.6,8.7,6,30,2023-10-29T05:28:11,2023-10-29T18:30:25,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,SBJV",2023-10-29
143,"Joinville, SC, Brasil",2023-10-30,29.7,20.0,24.1,33.6,20.0,24.7,21.9,88.5,9.9,100,54.17,rain,0,0,15.8,14.2,124.1,1008.1,68.5,12.0,153.8,13.2,8,10,2023-10-30T05:27:25,2023-10-30T18:31:03,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-10-30
144,"Joinville, SC, Brasil",2023-10-31,23.8,20.0,21.7,23.8,20.0,21.7,21.1,96.4,9.7,100,50.0,rain,0,0,25.9,12.5,159.5,1010.6,95.8,4.7,61.5,5.4,3,10,2023-10-31T05:26:41,2023-10-31T18:31:42,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86948099999,86947099999,SBJV",2023-10-31
145,"Joinville, SC, Brasil",2023-11-01,24.0,19.1,21.3,24.0,19.1,21.3,19.0,87.3,1.8,100,54.17,rain,0,0,15.8,18.3,133.9,1014.4,91.7,13.2,96.1,8.4,3,10,2023-11-01T05:25:57,2023-11-01T18:32:21,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-01
146,"Joinville, SC, Brasil",2023-11-02,22.9,18.2,20.3,22.9,18.2,20.3,18.6,90.5,4.3,100,70.83,rain,0,0,16.9,9.4,6.3,1013.7,94.8,11.6,85.7,7.4,6,10,2023-11-02T05:25:15,2023-11-02T18:33:01,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,82798199999,86945099999,86947099999,remote,SBJV",2023-11-02
147,"Joinville, SC, Brasil",2023-11-03,23.8,18.1,20.5,23.8,18.1,20.5,19.6,95.0,7.0,100,62.5,rain,0,0,33.5,14.4,234.4,1005.9,82.1,7.3,37.7,3.4,2,10,2023-11-03T05:24:34,2023-11-03T18:33:41,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-03
148,"Joinville, SC, Brasil",2023-11-04,28.8,14.3,21.3,28.1,14.3,21.2,12.0,59.3,0.0,0,0.0,,0,0,61.2,15.0,233.9,1009.2,0.6,14.2,318.3,27.5,10,10,2023-11-04T05:23:54,2023-11-04T18:34:22,0.72,Clear,Clear conditions throughout the day.,clear-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,82798199999,86947099999,SBJV",2023-11-04
149,"Joinville, SC, Brasil",2023-11-05,24.8,9.3,17.9,24.8,9.3,17.9,12.3,72.7,0.0,0,0.0,,0,0,12.6,23.5,107.8,1016.7,7.4,14.2,317.3,27.6,10,10,2023-11-05T05:23:15,2023-11-05T18:35:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-05
150,"Joinville, SC, Brasil",2023-11-06,23.0,12.2,18.4,23.0,12.2,18.4,14.9,81.4,0.1,100,4.17,rain,0,0,16.9,22.2,101.0,1019.9,84.8,14.1,282.6,24.5,10,10,2023-11-06T05:22:38,2023-11-06T18:35:44,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-06
151,"Joinville, SC, Brasil",2023-11-07,25.8,15.9,20.9,25.8,15.9,20.9,15.9,75.0,0.0,0,0.0,,0,0,24.5,18.2,46.6,1018.7,63.9,14.2,291.0,25.2,10,10,2023-11-07T05:22:02,2023-11-07T18:36:26,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-07
152,"Joinville, SC, Brasil",2023-11-08,27.8,18.4,22.8,29.4,18.4,23.1,18.5,78.1,0.0,0,0.0,,0,0,10.8,22.0,39.4,1014.6,46.1,14.2,306.2,26.6,10,10,2023-11-08T05:21:27,2023-11-08T18:37:08,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-08
153,"Joinville, SC, Brasil",2023-11-09,33.6,17.4,24.1,37.8,17.4,25.0,20.1,80.2,4.3,100,29.17,rain,0,0,29.5,32.4,125.0,1012.4,67.1,14.1,146.4,12.7,6,30,2023-11-09T05:20:53,2023-11-09T18:37:51,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-09
154,"Joinville, SC, Brasil",2023-11-10,23.1,20.0,21.7,23.1,20.0,21.7,20.4,92.2,0.7,100,29.17,rain,0,0,15.1,10.9,134.3,1015.4,97.0,11.8,112.9,9.6,5,10,2023-11-10T05:20:21,2023-11-10T18:38:34,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBNF,83905099999,86946099999,F5423,82599199999,86948099999,86945099999,82798199999,86947099999,SBJV",2023-11-10
155,"Joinville, SC, Brasil",2023-11-11,28.9,21.1,24.9,34.0,21.1,26.3,22.5,87.2,1.8,100,29.17,rain,0,0,35.3,19.5,53.2,1009.5,71.4,12.7,239.4,20.6,9,30,2023-11-11T05:19:50,2023-11-11T18:39:17,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-11
156,"Joinville, SC, Brasil",2023-11-12,33.7,19.7,25.7,39.9,19.7,27.6,21.8,80.4,3.9,100,33.33,rain,0,0,44.6,24.9,128.4,1008.2,47.3,13.2,240.4,20.7,9,30,2023-11-12T05:19:21,2023-11-12T18:40:01,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-12
157,"Joinville, SC, Brasil",2023-11-13,28.0,21.1,24.0,31.2,21.1,24.6,22.6,92.2,6.6,100,37.5,rain,0,0,17.3,17.9,126.0,1009.2,90.0,11.0,153.8,13.4,7,10,2023-11-13T05:18:53,2023-11-13T18:40:45,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-13
158,"Joinville, SC, Brasil",2023-11-14,25.9,21.0,23.5,25.9,21.0,23.5,22.5,94.6,18.5,100,41.67,rain,0,0,46.4,11.2,191.3,1010.0,89.9,6.4,59.8,5.3,3,10,2023-11-14T05:18:26,2023-11-14T18:41:29,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBNF,86946099999,F5423,82599199999,86945099999,86948099999,82798199999,86947099999,SBJV",2023-11-14
